Date,ShortWave,LongWave,AirTemp,RelHum,Windspeed,Rain,Snow
2016-01-01 00:00,0,240.0316449,3.9,67.6,4.59,0,0
2016-01-01 01:00,0,239.5099859,4.2,68,4.76,0,0
2016-01-01 02:00,0,233.8152083,4.2,66.3,4.93,0,0
2016-01-01 03:00,0,237.8083839,2.7,72.5,2.38,0,0
2016-01-01 04:00,0,230.815669,2.8,73.7,2.21,0,0
2016-01-01 05:00,0,238.7958098,2.2,77.9,2.04,0,0
2016-01-01 06:00,0,232.1136063,2,78.7,3.23,0,0
2016-01-01 07:00,0,249.9369559,2.2,79.5,4.76,0,0
2016-01-01 08:00,0,255.53858,1.9,83.4,4.08,0,0
2016-01-01 09:00,0,265.3786836,2.3,80.9,4.93,0,0
2016-01-01 10:00,21.11111111,275.9578042,2.4,80.6,4.25,0,0
2016-01-01 11:00,50.83333306,283.3479735,3.4,76.1,3.91,0,0
2016-01-01 12:00,74.72222194,287.5429814,4.2,74.6,4.08,0,0
2016-01-01 13:00,70.83333306,286.049422,4.9,74.4,4.93,0,0
2016-01-01 14:00,75.83333306,290.9368701,5,75.2,5.61,0,0
2016-01-01 15:00,46.11111111,292.4863216,5.5,71.8,7.48,0,0
2016-01-01 16:00,15,304.2671209,5.2,72.9,7.82,0,0
2016-01-01 17:00,0,310.4059296,5,70.8,7.82,0.0016,0
2016-01-01 18:00,0,316.0541305,4.6,81.5,6.8,0.008,0
2016-01-01 19:00,0,318.1997637,5,84,6.97,0.008,0
2016-01-01 20:00,0,322.9661124,5.4,86.4,6.46,0.0128,0
2016-01-01 21:00,0,322.8512232,5.5,86.5,5.27,0.0416,0
2016-01-01 22:00,0,306.1457144,5.7,85.6,7.31,0.0048,0
2016-01-01 23:00,0,304.7515186,6.7,82.9,8.33,0,0
2016-01-02 00:00,0,319.9262066,6.4,85.1,7.99,0.008,0
2016-01-02 01:00,0,329.3688557,6.3,87.9,7.14,0.0144,0
2016-01-02 02:00,0,332.6447501,6.3,87.9,7.48,0.0112,0
2016-01-02 03:00,0,335.1071049,6.8,86.2,6.63,0.0048,0
2016-01-02 04:00,0,337.4576755,7.2,86.9,7.48,0.0048,0
2016-01-02 05:00,0,339.0971753,7.2,88.9,5.61,0.0048,0
2016-01-02 06:00,0,340.3423257,7.5,86.7,5.95,0,0
2016-01-02 07:00,0,339.5505218,7.4,87.6,5.1,0,0
2016-01-02 08:00,0,341.6371578,7.4,89.5,5.78,0,0
2016-01-02 09:00,0.833333056,340.9757687,7.5,89.5,5.95,0.0496,0
2016-01-02 10:00,8.055556111,342.5811122,7.7,88.7,6.8,0,0
2016-01-02 11:00,8.888888889,338.6065674,7.7,90.5,5.95,0.016,0
2016-01-02 12:00,20.27777806,334.4177697,8,89.2,5.27,0.0048,0
2016-01-02 13:00,19.44444417,339.1779082,8,91.6,5.27,0.0048,0
2016-01-02 14:00,20.83333306,344.7391659,8.1,91.6,4.93,0.0128,0
2016-01-02 15:00,16.66666694,344.7360608,8,92.9,5.1,0.0256,0
2016-01-02 16:00,3.333333056,342.5686918,8.1,92,4.76,0.0144,0
2016-01-02 17:00,0,345.673805,8.3,91.2,3.74,0.0016,0
2016-01-02 18:00,0,345.5589158,8.1,92.9,2.55,0.0016,0
2016-01-02 19:00,0,347.1052621,8.4,92.2,3.23,0,0
2016-01-02 20:00,0,344.7081148,8.3,93.5,3.06,0.0016,0
2016-01-02 21:00,0,345.3632936,8.1,94.4,2.55,0.0432,0
2016-01-02 22:00,0,343.8169473,8.1,94.4,2.89,0.0016,0
2016-01-02 23:00,0,345.648964,8,94.9,2.72,0,0
2016-01-03 00:00,0,342.7767344,8,93.5,2.55,0.008,0
2016-01-03 01:00,0,333.4955511,8,93.9,3.06,0.0176,0
2016-01-03 02:00,0,328.8378814,7.9,94.9,3.57,0.0016,0
2016-01-03 03:00,0,333.3713466,7.9,94.3,2.89,0.0032,0
2016-01-03 04:00,0,331.0549322,7.8,94.3,3.57,0,0
2016-01-03 05:00,0,342.8667827,7.5,95.2,2.72,0.0208,0
2016-01-03 06:00,0,342.2861265,7.3,95.2,2.89,0.0048,0
2016-01-03 07:00,0,341.888672,7.4,93.3,4.42,0.0032,0
2016-01-03 08:00,0,337.196846,7.2,94.2,5.27,0.0016,0
2016-01-03 09:00,0.833333056,334.4922925,6.8,89.2,6.63,0.0448,0
2016-01-03 10:00,13.33333306,331.6945855,7.1,88.4,4.93,0,0
2016-01-03 11:00,35,330.2382874,7.2,81.5,5.95,0.0016,0
2016-01-03 12:00,55.55555611,329.4123273,6.9,87.4,5.44,0.016,0
2016-01-03 13:00,20.83333306,332.697537,6.9,90.8,5.95,0.0352,0
2016-01-03 14:00,15.27777806,334.4643464,6.5,93,5.27,0.0464,0
2016-01-03 15:00,13.88888889,335.9827468,6.3,91.5,4.25,0.0384,0
2016-01-03 16:00,3.333333056,333.8309033,6.1,92,4.08,0.0624,0
2016-01-03 17:00,0,334.8121191,6,91.9,3.57,0.04,0
2016-01-03 18:00,0,330.502222,6.1,93,3.4,0.0176,0
2016-01-03 19:00,0,328.8440916,6,95.9,1.7,0.0224,0
2016-01-03 20:00,0,328.7602535,5.8,97.4,1.53,0.0544,0
2016-01-03 21:00,0,322.3264591,5.7,97.9,1.53,0.2128,0
2016-01-03 22:00,0,321.2738257,5.8,97.9,2.72,0.0048,0
2016-01-03 23:00,0,314.6164631,5.8,97.4,3.06,0,0
2016-01-04 00:00,0,312.9148611,6.1,95.5,3.06,0,0
2016-01-04 01:00,0,312.9428071,6.3,93.6,3.91,0.0016,0
2016-01-04 02:00,0,319.0381442,6.5,90.2,4.76,0,0
2016-01-04 03:00,0,319.3393402,6.4,90.6,4.59,0,0
2016-01-04 04:00,0,320.5379139,6.6,89.7,4.08,0,0
2016-01-04 05:00,0,321.7830643,6.5,90.2,4.42,0,0
2016-01-04 06:00,0,333.0918864,6.4,89.6,5.78,0,0
2016-01-04 07:00,0,326.1830096,6.4,88.2,4.76,0,0
2016-01-04 08:00,0,319.2058203,6.3,89.6,5.61,0,0
2016-01-04 09:00,1.388888889,325.5992483,6.1,90.1,5.27,0.0016,0
2016-01-04 10:00,8.611111111,323.3790924,6.2,90.1,4.76,0,0
2016-01-04 11:00,25.27777806,323.7548111,6.5,89.2,5.1,0,0
2016-01-04 12:00,51.11111111,327.263589,6.7,88,6.12,0,0
2016-01-04 13:00,22.5,326.9654981,6.8,87.5,5.1,0.0016,0
2016-01-04 14:00,26.38888917,317.1719712,6.7,89.3,6.29,0.0016,0
2016-01-04 15:00,32.22222194,322.708388,6.8,88.4,4.76,0.0016,0
2016-01-04 16:00,12.77777806,325.7793449,6.4,89.2,5.78,0,0
2016-01-04 17:00,0,318.7648943,6.6,88.7,5.78,0,0
2016-01-04 18:00,0,323.6740782,6.7,89.9,5.27,0,0
2016-01-04 19:00,0,328.3627991,6.6,90.8,4.76,0,0
2016-01-04 20:00,0,317.3893291,6.7,89.9,5.1,0,0
2016-01-04 21:00,0,315.0201278,6.8,88.4,4.93,0,0
2016-01-04 22:00,0,312.0205885,6.8,89.9,4.93,0,0
2016-01-04 23:00,0,313.2284775,6.6,90.7,4.25,0.0016,0
2016-01-05 00:00,0,326.0370693,6.8,90.8,5.44,0.0016,0
2016-01-05 01:00,0,327.3753731,6.9,87.6,5.44,0.0048,0
2016-01-05 02:00,0,328.9186143,6.8,89.4,4.59,0.0032,0
2016-01-05 03:00,0,323.4691407,6.9,88.5,6.29,0.0016,0
2016-01-05 04:00,0,323.8510696,6.6,90.7,5.78,0.0128,0
2016-01-05 05:00,0,332.1603525,6.6,91.7,5.95,0.0544,0
2016-01-05 06:00,0,337.4514653,6.9,91.3,6.46,0.008,0
2016-01-05 07:00,0,323.4567203,6.5,92,5.78,0.0224,0
2016-01-05 08:00,0,323.6616577,6.6,92.5,4.76,0.048,0
2016-01-05 09:00,0,323.6088708,6.8,91.8,4.76,0.112,0
2016-01-05 10:00,6.666666944,324.080848,7,91.4,3.91,0,0
2016-01-05 11:00,20,321.5315501,7.3,88.6,4.25,0,0
2016-01-05 12:00,83.05555611,321.4415018,7.7,87.8,3.23,0,0
2016-01-05 13:00,36.66666694,313.9209177,7.7,88,3.23,0.0016,0
2016-01-05 14:00,35.55555611,325.78245,8,85.3,3.23,0.0096,0
2016-01-05 15:00,44.72222194,313.7066649,7.9,86.1,2.89,0.0016,0
2016-01-05 16:00,23.88888889,321.7520131,7.3,86.2,1.7,0,0
2016-01-05 17:00,0.555556111,329.8905147,7,89,1.53,0,0
2016-01-05 18:00,0,330.8655203,6.5,92.1,1.02,0,0
2016-01-05 19:00,0,311.7193925,6.3,93.5,1.36,0,0
2016-01-05 20:00,0,314.9921818,6.3,92,1.19,0,0
2016-01-05 21:00,0,308.4807595,5.8,94.8,0.85,0.0016,0
2016-01-05 22:00,0,325.6489302,5.4,95.8,0.85,0,0
2016-01-05 23:00,0,325.7017171,5.6,95.4,0.85,0,0
2016-01-06 00:00,0,318.8549426,5.7,95.8,1.02,0,0
2016-01-06 01:00,0,325.4005211,5.8,95.4,1.02,0,0
2016-01-06 02:00,0,315.7156731,5.7,94.4,0.85,0,0
2016-01-06 03:00,0,326.5276772,5.6,94.4,1.36,0.0016,0
2016-01-06 04:00,0,331.4027049,5.7,95.4,1.53,0,0
2016-01-06 05:00,0,330.8158385,6,94.5,1.02,0,0
2016-01-06 06:00,0,330.8530998,5.6,95.4,1.19,0,0
2016-01-06 07:00,0,317.3955394,6.1,92.4,1.02,0,0
2016-01-06 08:00,0,312.5422475,6,92.9,1.7,0.0016,0
2016-01-06 09:00,1.111111111,323.1058425,6.6,91.7,3.06,0,0
2016-01-06 10:00,10.55555611,328.4466371,6.5,91.1,1.19,0,0
2016-01-06 11:00,13.88888889,319.8765248,6.5,92,1.87,0,0
2016-01-06 12:00,19.72222194,319.5163317,7.1,89.4,2.72,0.0064,0
2016-01-06 13:00,27.5,304.9626663,7.2,87.7,4.93,0.0096,0
2016-01-06 14:00,39.44444389,301.9413912,7.2,86.1,5.1,0.0048,0
2016-01-06 15:00,15,307.6144329,7.1,87.5,4.08,0,0
2016-01-06 16:00,2.777778056,319.0754056,7,86,4.08,0,0
2016-01-06 17:00,0.277778056,304.0311323,6.9,85.1,3.74,0,0
2016-01-06 18:00,0,318.9201499,6.8,86,4.42,0,0
2016-01-06 19:00,0,320.70559,7,87.2,4.25,0,0
2016-01-06 20:00,0,330.5115374,7,86.3,4.59,0,0
2016-01-06 21:00,0,319.224451,6.9,83.6,6.12,0.0016,0
2016-01-06 22:00,0,319.9789935,6.2,82.7,6.8,0,0
2016-01-06 23:00,0,318.538221,6.1,83.1,5.95,0,0
2016-01-07 00:00,0,321.0564678,6.2,80.9,6.29,0,0
2016-01-07 01:00,0,319.7616356,6.2,78.5,6.29,0,0
2016-01-07 02:00,0,323.2393623,5.9,84,7.65,0.0144,0
2016-01-07 03:00,0,326.3506857,5.4,89.5,8.5,0.0464,0
2016-01-07 04:00,0,328.5925774,5,92.1,7.31,0.0672,0
2016-01-07 05:00,0,328.4901087,4.8,92.5,6.8,0.0624,0
2016-01-07 06:00,0,328.2913815,5,91.9,6.46,0.04,0
2016-01-07 07:00,0,330.9245174,5.3,91.6,5.61,0.0176,0
2016-01-07 08:00,0,333.1570938,5.7,92.3,4.93,0.0064,0
2016-01-07 09:00,0,335.4641929,5.9,92.9,3.91,0.1904,0
2016-01-07 10:00,14.16666694,332.1665627,6,93.9,5.61,0.024,0
2016-01-07 11:00,56.11111111,325.506095,6.1,87.1,7.82,0.0192,0
2016-01-07 12:00,71.66666694,322.1339421,6.3,80.2,8.5,0.0048,0
2016-01-07 13:00,73.05555611,307.9715209,6.1,73.2,10.2,0,0
2016-01-07 14:00,60.27777806,292.7471511,6.2,73.8,7.99,0,0
2016-01-07 15:00,27.5,287.7044473,6,73.5,7.48,0,0
2016-01-07 16:00,16.38888889,280.9290904,5.4,74.8,6.46,0,0
2016-01-07 17:00,1.111111111,274.3431453,5.3,73.7,8.16,0,0
2016-01-07 18:00,0,269.3563336,5.1,75.6,7.48,0,0
2016-01-07 19:00,0,269.8531517,5.2,74.6,7.82,0,0
2016-01-07 20:00,0,265.9313938,5,74.4,6.97,0,0
2016-01-07 21:00,0,271.1448788,5.1,71.9,6.12,0.024,0
2016-01-07 22:00,0,253.042069,4.7,71.3,6.8,0,0
2016-01-07 23:00,0,242.09344,4.7,71.4,5.95,0,0
2016-01-08 00:00,0,248.1856721,4.5,72.7,5.27,0,0
2016-01-08 01:00,0,245.8009451,4,70.7,3.91,0,0
2016-01-08 02:00,0,256.1844436,2.7,79.2,1.87,0,0
2016-01-08 03:00,0,260.8949002,2.5,82.7,1.53,0,0
2016-01-08 04:00,0,267.1206521,2.3,89,3.4,0.0016,0
2016-01-08 05:00,0,296.8490056,2.4,90.6,3.91,0.0048,0
2016-01-08 06:00,0,305.5774787,3,90.2,3.74,0,0
2016-01-08 07:00,0,322.2208852,3.2,93.7,4.76,0.0032,0
2016-01-08 08:00,0,316.3273804,3.3,93.7,4.93,0.008,0
2016-01-08 09:00,0.833333056,311.8311766,3.4,92.6,4.76,0.0192,0
2016-01-08 10:00,5.833333056,315.9733975,3.3,92.5,5.1,0.0016,0
2016-01-08 11:00,31.11111111,307.5989073,3.3,92,3.57,0.0032,0
2016-01-08 12:00,48.88888917,318.1190307,4.1,92.3,4.42,0.0064,0
2016-01-08 13:00,43.61111111,315.0635994,3.6,93.2,4.76,0.0216,0
2016-01-08 14:00,47.5,303.5343142,5.6,90.4,5.61,0.016,0
2016-01-08 15:00,42.5,293.9923015,6.3,83.7,6.46,0.0096,0
2016-01-08 16:00,28.05555611,310.6450234,5.9,81.5,5.27,0.0064,0
2016-01-08 17:00,0.555556111,287.0026917,5.6,84.2,4.25,0.0032,0
2016-01-08 18:00,0,289.2011118,4.7,86.2,2.38,0.0048,0
2016-01-08 19:00,0,275.9546991,4.2,87,1.53,0.0016,0
2016-01-08 20:00,0,278.9231873,4,89,1.36,0.0016,0
2016-01-08 21:00,0,271.6975889,3.4,89.9,1.7,0.0256,0
2016-01-08 22:00,0,276.6067728,3.2,91.9,1.53,0.0032,0
2016-01-08 23:00,0,284.9719477,3.8,93.4,3.4,0,0
2016-01-09 00:00,0,298.8611189,3.4,93.1,2.38,0.0208,0
2016-01-09 01:00,0,305.7637855,4.1,92.2,3.06,0.0064,0
2016-01-09 02:00,0,318.5226954,3.8,92.8,2.55,0.0144,0
2016-01-09 03:00,0,315.0698096,3.7,93.8,2.72,0.0016,0
2016-01-09 04:00,0,312.5670884,3.5,94.9,1.53,0.0016,0
2016-01-09 05:00,0,317.2620195,3.6,96,1.19,0.0048,0
2016-01-09 06:00,0,318.37365,3.8,96,1.87,0.0016,0
2016-01-09 07:00,0,318.7183176,3.9,96.5,2.04,0.0032,0
2016-01-09 08:00,0,322.8046465,4.2,96.1,2.55,0,0
2016-01-09 09:00,0.555556111,316.2621731,4.4,95.1,2.72,0.0432,0
2016-01-09 10:00,8.333333056,317.8116245,5,94.2,2.89,0.0192,0
2016-01-09 11:00,12.22222194,328.0367622,5.2,95.7,3.23,0.0288,0
2016-01-09 12:00,19.44444417,327.7728276,5.8,94.3,4.76,0.0304,0
2016-01-09 13:00,46.38888889,314.5357301,6.3,93.1,5.44,0.0208,0
2016-01-09 14:00,51.94444389,318.7121074,6.7,91.6,4.42,0.0016,0
2016-01-09 15:00,39.44444389,312.2162106,6.6,91.1,2.89,0.0016,0
2016-01-09 16:00,11.38888917,307.3504983,6.6,91.6,4.25,0,0
2016-01-09 17:00,0.277778056,310.4897677,6.5,89.6,4.25,0,0
2016-01-09 18:00,0,313.8339746,6.7,87.4,4.59,0.0032,0
2016-01-09 19:00,0,324.6987655,6.3,92.5,5.1,0.0368,0
2016-01-09 20:00,0,327.1362794,6.1,95.4,3.4,0.064,0
2016-01-09 21:00,0,333.9364772,6.4,93.5,4.76,0.2096,0
2016-01-09 22:00,0,334.4860822,6,94.4,4.59,0.0608,0
2016-01-09 23:00,0,335.2872014,5.8,91.8,6.8,0.0464,0
2016-01-10 00:00,0,328.471478,5.8,91.3,7.48,0.04,0
2016-01-10 01:00,0,330.0302448,6,87.6,8.5,0.024,0
2016-01-10 02:00,0,318.0351927,5.4,87.7,7.48,0.0064,0
2016-01-10 03:00,0,315.7901959,4.9,87.9,9.35,0.0048,0
2016-01-10 04:00,0,331.4306509,4.9,88.4,8.33,0.0048,0
2016-01-10 05:00,0,328.2572252,4.1,91.9,7.65,0.0016,0
2016-01-10 06:00,0,313.5545144,4,92.3,7.48,0.0176,0
2016-01-10 07:00,0,321.0192064,4.6,88.2,7.82,0.0336,0
2016-01-10 08:00,0,324.9658053,4.8,86.6,7.65,0.0176,0
2016-01-10 09:00,0.555556111,320.1156185,5.5,82.3,9.18,0.2064,0
2016-01-10 10:00,21.11111111,313.3123156,6,79.6,9.86,0.008,0
2016-01-10 11:00,105.5555561,296.777588,6.3,77.3,9.69,0.0016,0
2016-01-10 12:00,145,298.8704342,6.3,78.3,9.35,0,0
2016-01-10 13:00,140,304.4099561,6.5,75.2,10.37,0.0112,0
2016-01-10 14:00,157.5,291.6572564,6.3,72.1,8.84,0,0
2016-01-10 15:00,70,282.8884168,6,75.3,7.99,0,0
2016-01-10 16:00,24.72222194,274.6381311,5.9,76.4,7.48,0.0048,0
2016-01-10 17:00,1.666666944,275.2312077,5.1,78,6.46,0.0016,0
2016-01-10 18:00,0,280.0006615,5.3,78.4,6.46,0.0192,0
2016-01-10 19:00,0,276.7278723,5.2,78.9,6.29,0.0224,0
2016-01-10 20:00,0,274.5853442,5,81.7,5.61,0.0224,0
2016-01-10 21:00,0,270.2288704,5,80.4,6.63,0.008,0
2016-01-10 22:00,0,285.145834,4.7,83.3,5.95,0.0064,0
2016-01-10 23:00,0,279.2492241,4.7,82.5,5.27,0.0064,0
2016-01-11 00:00,0,282.1276641,4.4,84.3,5.27,0.0048,0
2016-01-11 01:00,0,288.0211688,3.8,87.4,5.95,0,0
2016-01-11 02:00,0,300.8266555,4.1,87.6,5.78,0,0
2016-01-11 03:00,0,301.1123259,3.7,89.6,4.08,0.0016,0
2016-01-11 04:00,0,306.9934103,3.8,89.2,3.57,0,0
2016-01-11 05:00,0,299.2306274,3.6,90,4.08,0,0
2016-01-11 06:00,0,301.4849395,2.8,93,3.06,0,0
2016-01-11 07:00,0,269.2010779,2.8,92.5,3.4,0,0
2016-01-11 08:00,0,287.5212456,2.8,92.4,3.57,0,0
2016-01-11 09:00,0.555556111,255.318117,2.8,93.5,2.21,0.0032,0
2016-01-11 10:00,17.22222194,289.3377368,3.4,92.2,2.04,0,0
2016-01-11 11:00,46.94444389,290.52389,4.3,87.2,2.38,0,0
2016-01-11 12:00,56.66666694,288.3503108,4,89.1,1.87,0.0048,0
2016-01-11 13:00,118.8888889,292.8092533,4.2,89.1,1.36,0.0064,0
2016-01-11 14:00,158.3333331,300.3764141,4.8,85.2,1.87,0.0016,0
2016-01-11 15:00,136.9444439,293.9705657,4.2,88.5,2.55,0,0
2016-01-11 16:00,43.61111111,276.6440342,3.4,93.1,1.53,0.0048,0
2016-01-11 17:00,2.222221944,282.3077606,3.5,94.2,1.87,0.0048,0
2016-01-11 18:00,0,275.4734065,3.8,92.2,2.38,0.0016,0
2016-01-11 19:00,0,303.8324051,3.7,91.7,2.04,0,0
2016-01-11 20:00,0,304.6956265,3.8,94.9,2.04,0.0016,0
2016-01-11 21:00,0,268.5862655,4.6,91.5,4.76,0.0336,0
2016-01-11 22:00,0,282.9194679,5,91.1,5.44,0.0096,0
2016-01-11 23:00,0,286.0307913,5.3,89.2,5.61,0,0
2016-01-12 00:00,0,303.4566864,5.4,89.2,5.78,0.0032,0
2016-01-12 01:00,0,290.359319,5.1,88.6,5.78,0.0032,0
2016-01-12 02:00,0,293.6755799,5.2,90.1,6.12,0.0048,0
2016-01-12 03:00,0,286.5400299,5.1,87.8,5.78,0.0016,0
2016-01-12 04:00,0,297.6594401,4.8,87.9,4.42,0.0048,0
2016-01-12 05:00,0,293.9767759,4.5,87.2,4.76,0,0
2016-01-12 06:00,0,304.8012004,3.5,91.7,5.27,0.0016,0
2016-01-12 07:00,0,314.6723551,3.2,93.7,3.91,0.0016,0
2016-01-12 08:00,0,309.2290917,3.7,91.5,3.23,0.0016,0
2016-01-12 09:00,3.055556111,287.7292882,3.9,88.9,5.1,0.0224,0
2016-01-12 10:00,22.77777806,284.6086495,4.1,87.7,6.46,0.0112,0
2016-01-12 11:00,28.61111111,284.3540302,3.7,92.6,5.1,0.0176,0
2016-01-12 12:00,34.44444417,284.7173284,4,89.9,6.97,0.0112,0
2016-01-12 13:00,48.61111111,281.7923118,3.7,93.1,6.12,0.008,0
2016-01-12 14:00,64.44444417,288.0335893,3.5,93.2,5.95,0.0096,0
2016-01-12 15:00,27.22222194,287.1393167,3.4,93.7,5.78,0.0096,0
2016-01-12 16:00,10.83333306,291.2753274,3.5,94.4,6.12,0.0176,0
2016-01-12 17:00,1.111111111,295.5852245,3.6,94.8,5.1,0.0256,0
2016-01-12 18:00,0,298.5443973,3.5,94.2,4.76,0.032,0
2016-01-12 19:00,0,311.5206653,3.2,94.1,4.08,0.0272,0
2016-01-12 20:00,0,316.6782582,3.4,94.8,2.89,0.0128,0
2016-01-12 21:00,0,319.5132265,4.1,94.5,4.59,0.184,0
2016-01-12 22:00,0,313.9395484,4.4,90.2,5.78,0.0064,0
2016-01-12 23:00,0,312.9179662,4.3,89.1,5.95,0.0064,0
2016-01-13 00:00,0,294.4798042,4.1,84.8,5.78,0.0016,0
2016-01-13 01:00,0,266.9685016,4.1,81.9,5.78,0,0
2016-01-13 02:00,0,258.2245029,3.8,81,5.61,0,0
2016-01-13 03:00,0,254.5884154,3.3,82.7,5.78,0,0
2016-01-13 04:00,0,245.6270588,2.8,83.3,6.12,0,0
2016-01-13 05:00,0,241.652514,3.4,84.8,5.1,0.0016,0
2016-01-13 06:00,0,255.8770374,3.4,82.1,5.1,0,0
2016-01-13 07:00,0,247.3938682,3.3,81,4.42,0,0
2016-01-13 08:00,0,252.0856942,3,82.7,3.4,0,0
2016-01-13 09:00,2.777778056,252.079484,3.1,81.1,3.06,0.008,0
2016-01-13 10:00,43.88888889,256.7309435,3.4,81.2,3.06,0,0
2016-01-13 11:00,118.3333331,268.7880979,3.9,83.1,2.04,0.0048,0
2016-01-13 12:00,166.1111111,274.6443413,4.1,82.1,2.04,0.0144,0
2016-01-13 13:00,136.6666669,284.2205103,3.8,86.7,3.74,0.0096,0
2016-01-13 14:00,102.5,297.3582441,3.7,87.1,3.91,0,0
2016-01-13 15:00,48.05555611,293.5296396,3.6,91.7,3.74,0.0072,0
2016-01-13 16:00,13.33333306,303.3231665,3.5,91.4,5.95,0.024,0
2016-01-13 17:00,0,309.4029781,3,91.9,4.76,0.024,0
2016-01-13 18:00,0,313.1353241,2.7,93,5.44,0.0312,0
2016-01-13 19:00,0,316.0230794,2,94.6,4.25,0.048,0
2016-01-13 20:00,0,317.8923575,2.1,94.7,4.08,0.0264,0
2016-01-13 21:00,0,310.7940688,2.1,94.2,4.42,0.1008,0
2016-01-13 22:00,0,313.0608014,1.8,97,4.08,0.0336,0
2016-01-13 23:00,0,315.0046022,1.5,97.6,2.38,0.0264,0
2016-01-14 00:00,0,312.418043,1.4,96.9,0.85,0.012,0
2016-01-14 01:00,0,309.7010689,1.5,97.4,1.7,0.0048,0
2016-01-14 02:00,0,320.596911,1.3,97.5,2.38,0.0072,0
2016-01-14 03:00,0,315.985818,1.1,96.8,3.06,0.0024,0
2016-01-14 04:00,0,313.4799917,1.2,96.8,3.74,0,0
2016-01-14 05:00,0,300.3639937,1.3,95,3.23,0,0
2016-01-14 06:00,0,292.0640262,1.4,93.2,4.93,0,0
2016-01-14 07:00,0,293.9488299,1.1,93,3.57,0,0
2016-01-14 08:00,0,283.9162092,0.9,90.5,4.08,0,0
2016-01-14 09:00,2.5,278.3207953,0.8,88.4,3.57,0.184,0
2016-01-14 10:00,20.83333306,273.6879665,0.6,83.9,3.06,0,0
2016-01-14 11:00,57.77777806,256.2310203,0.8,75.4,3.74,0,0
2016-01-14 12:00,81.38888889,237.1563101,1.3,75,3.91,0,0
2016-01-14 13:00,140.2777781,226.6734481,1.9,72.4,6.12,0,0
2016-01-14 14:00,203.0555561,225.9996385,2.1,69.4,5.95,0,0
2016-01-14 15:00,165.8333331,222.1306675,2.2,69.3,5.27,0.0072,0
2016-01-14 16:00,78.61111111,219.4354293,1.5,71.1,4.59,0.0024,0
2016-01-14 17:00,4.166666944,222.062355,0.9,74.8,3.4,0,0
2016-01-14 18:00,0,225.9623771,1.1,77.5,3.4,0,0
2016-01-14 19:00,0,239.0970058,1.1,78.8,3.23,0,0
2016-01-14 20:00,0,234.8088445,1.5,82.8,3.74,0,0
2016-01-14 21:00,0,237.646918,1.6,82.7,3.91,0,0
2016-01-14 22:00,0,234.3213418,1.4,81.2,4.42,0,0
2016-01-14 23:00,0,241.8853974,1.9,81.7,4.93,0,0
2016-01-15 00:00,0,239.4975654,2,81.7,5.44,0.0024,0
2016-01-15 01:00,0,236.5725488,1.9,83,5.95,0,0
2016-01-15 02:00,0,231.1230752,1.9,81.2,5.78,0,0
2016-01-15 03:00,0,226.9870645,1.9,80.6,5.27,0,0
2016-01-15 04:00,0,228.5240955,1.4,81.6,4.93,0,0
2016-01-15 05:00,0,227.3131014,0.4,84.9,3.06,0,0
2016-01-15 06:00,0,222.8541589,0.2,85.6,2.72,0,0
2016-01-15 07:00,0,224.2328291,0.8,81.5,3.06,0,0
2016-01-15 08:00,0,226.31636,0.8,80.7,3.74,0,0
2016-01-15 09:00,2.777778056,225.1239966,1.2,82,3.4,0.0016,0
2016-01-15 10:00,65,236.4297136,2.2,78.5,4.93,0,0
2016-01-15 11:00,156.3888889,232.8370977,3.3,77.3,5.1,0,0
2016-01-15 12:00,221.6666669,242.5064201,3.8,75.6,5.44,0.0016,0
2016-01-15 13:00,236.9444442,253.4115775,3.5,82.7,5.27,0.0096,0
2016-01-15 14:00,142.7777781,258.3238665,3.7,81.2,5.61,0.0032,0
2016-01-15 15:00,75.27777806,273.6848614,3.5,83.7,5.27,0,0
2016-01-15 16:00,32.5,253.0638048,3.5,82.2,4.25,0,0
2016-01-15 17:00,2.5,245.6705304,2.5,83.9,3.06,0,0
2016-01-15 18:00,0,234.9361542,2.3,83,3.4,0,0
2016-01-15 19:00,0,233.8369441,1.6,86.8,2.72,0,0
2016-01-15 20:00,0,228.2787916,1.3,85.8,2.72,0,0
2016-01-15 21:00,0,226.1766299,1,88.3,2.72,0.0096,0
2016-01-15 22:00,0,221.3295483,0.5,85.5,2.72,0,0
2016-01-15 23:00,0,218.9945032,-0.3,86.4,1.36,0,0
2016-01-16 00:00,0,218.4169522,-1.2,89.7,1.19,0,0
2016-01-16 01:00,0,218.1188613,-2,89.4,1.53,0,0
2016-01-16 02:00,0,217.9263443,-2.4,88.8,1.19,0,0
2016-01-16 03:00,0,217.2680603,-3,89.4,1.19,0,0
2016-01-16 04:00,0,216.6936143,-2.5,88.9,1.36,0,0
2016-01-16 05:00,0,216.327211,-3.3,86.4,0.85,0,0
2016-01-16 06:00,0,223.4379201,-3,85.9,1.19,0,0
2016-01-16 07:00,0,237.9170628,-3.2,87,1.02,0,0
2016-01-16 08:00,0,237.1780459,-3.5,88.9,1.02,0,0
2016-01-16 09:00,5.555556111,249.0644191,-2.3,88.5,1.87,0,0
2016-01-16 10:00,35,272.2099326,-1.9,87.5,1.19,0,0
2016-01-16 11:00,107.2222219,269.9680409,-0.5,85.3,2.21,0,0
2016-01-16 12:00,297.7777781,277.9450766,0.7,79.6,2.04,0,0
